start_date,end_date,pub_date,Polling,Publisher,Con,Lab,LD,SDP,Green,Referendum,method,UKIP,BNP,TIG/CUK,BXP,BXP/Reform
2015-04-24,2015-04-26,2015-04-28,ICM,Gu,35,32,9,NA,5,NA,Phone,13,0,NA,NA,NA
2015-04-25,2015-04-26,NA,YouGov,NA,33,34,8,NA,5,NA,Internet,14,0,NA,NA,NA
2015-04-25,2015-04-27,2015-04-29,BMG,May2015.com,35,32,11,NA,3,NA,Internet,14,0,NA,NA,NA
2015-04-26,2015-04-27,NA,YouGov,NA,35,34,9,NA,5,NA,Internet,12,0,NA,NA,NA
2015-04-26,2015-04-29,2015-04-30,MORI,ES,35,30,8,NA,8,NA,Phone,10,0,NA,NA,NA
2015-04-27,2015-04-28,NA,YouGov,NA,34,35,9,NA,4,NA,Internet,12,0,NA,NA,NA
2015-04-27,2015-04-28,2015-04-30,ComRes,DM/ITV,35,35,7,NA,6,NA,Phone,11,0,NA,NA,NA
2015-04-28,2015-04-29,NA,YouGov,NA,35,34,9,NA,4,NA,Internet,12,0,NA,NA,NA
2015-04-28,2015-04-30,2015-04-03,Opinium,Ob,35,34,8,NA,5,NA,Internet,13,0,NA,NA,NA
2015-04-28,2015-04-30,2015-04-03,ComRes,IoS/SM,33,33,8,NA,7,NA,Phone,13,0,NA,NA,NA
2015-04-29,2015-04-30,2015-04-30,Panelbase,NA,32,34,8,NA,4,NA,Internet,17,NA,NA,NA,NA
2015-04-29,2015-04-30,2015-04-01,Populus,NA,33,33,9,NA,NA,NA,Internet,15,0,NA,NA,NA
2015-04-29,2015-04-30,NA,YouGov,NA,34,35,8,NA,5,NA,Internet,12,0,NA,NA,NA
2015-04-29,2015-04-30,2015-04-03,YouGov,Sun on Sunday,34,35,9,NA,5,NA,Internet,12,0,NA,NA,NA
2015-04-29,2015-04-01,2015-04-03,ICM,STel,NA,NA,NA,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2015-04-29,2015-04-01,NA,Sky,NA,NA,NA,NA,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2015-04-30,2015-04-01,2015-04-01,Survation,Mirror,33,35,9,NA,3,NA,Internet,16,NA,NA,NA,NA
2015-04-30,2015-04-01,NA,YouGov,NA,33,34,8,NA,5,NA,Internet,14,0,NA,NA,NA
2015-04-30,2015-04-04,2015-04-06,TNS BMRB,NA,33,32,8,NA,6,NA,Internet,14,0,NA,NA,NA
2015-04-30,2015-04-06,2015-04-06,SurveyMonkey,Washington Post,34,28,7,NA,8,NA,Internet,13,NA,NA,NA,NA
2015-05-01,2015-05-02,2015-05-03,Survation,MoS,31,34,8,NA,4,NA,Internet,17,0,NA,NA,NA
2015-05-01,2015-05-02,2015-05-03,YouGov,ST,34,33,8,NA,5,NA,Internet,13,0,NA,NA,NA
2015-05-01,2015-05-03,2015-05-05,Populus,NA,34,34,10,NA,NA,NA,Internet,13,0,NA,NA,NA
2015-05-01,2015-05-03,2015-05-05,Lord Ashcroft,NA,32,30,11,NA,7,NA,Phone,12,NA,NA,NA,NA
2015-05-01,2015-05-06,2015-05-06,Panelbase,NA,31,33,8,NA,5,NA,Internet,16,NA,NA,NA,NA
2015-05-02,2015-05-03,NA,YouGov,NA,34,33,9,NA,5,NA,Internet,12,0,NA,NA,NA
2015-05-03,2015-05-04,NA,YouGov,NA,33,33,10,NA,5,NA,Internet,12,0,NA,NA,NA
2015-05-03,2015-05-05,2015-05-05,BMG,May2015.com,34,34,10,NA,4,NA,Internet,12,0,NA,NA,NA
2015-05-03,2015-05-05,2015-05-06,ComRes,DM/ITV,35,32,9,NA,4,NA,Phone,14,0,NA,NA,NA
2015-05-03,2015-05-06,2015-05-06,ICM,Gu,35,35,9,NA,3,NA,Phone,11,0,NA,NA,NA
2015-05-03,2015-05-06,2015-05-07,ICM,Gu,34,35,9,NA,4,NA,Phone,11,0,NA,NA,NA
2015-05-04,2015-05-05,NA,YouGov,NA,34,34,9,NA,5,NA,Internet,12,0,NA,NA,NA
2015-05-04,2015-05-05,2015-05-06,Opinium,NA,35,34,8,NA,6,NA,Internet,12,0,NA,NA,NA
2015-05-04,2015-05-06,2015-05-06,Survation,Mirror,31,31,10,NA,5,NA,Internet,16,0,NA,NA,NA
2015-05-04,2015-05-06,2015-05-07,YouGov,NA,34,34,10,NA,4,NA,Internet,12,0,NA,NA,NA
2015-05-05,2015-05-06,2015-05-07,Lord Ashcroft,NA,33,33,10,NA,6,NA,Phone,11,NA,NA,NA,NA
2015-05-05,2015-05-06,2015-05-07,MORI,ES,36,35,8,NA,5,NA,Phone,11,0,NA,NA,NA
2015-05-05,2015-05-07,2015-05-07,Populus,NA,33,33,10,NA,5,NA,Internet,14,0,NA,NA,NA
2015-05-06,NA,2015-05-07,ComRes,DM/ITV,35,34,9,NA,4,NA,Phone,12,0,NA,NA,NA
2015-05-06,NA,NA,Survation,NA,37,31,10,NA,5,NA,Phone,11,NA,NA,NA,NA
2015-05-08,2015-05-09,2015-05-10,Survation,MoS,40,31,6,NA,3,NA,Internet,12,NA,NA,NA,NA
2015-05-14,2015-05-15,NA,YouGov,NA,NA,NA,NA,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2015-05-21,2015-05-22,NA,YouGov,NA,NA,NA,NA,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2015-05-25,2015-05-26,2015-05-01,YouGov,Sun,41,29,7,NA,4,NA,Internet,13,NA,NA,NA,NA
2015-05-28,2015-05-29,2015-05-31,YouGov,ST,NA,NA,NA,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2015-05-29,2015-05-31,2015-05-04,ComRes,DM,41,29,8,NA,5,NA,Phone,10,NA,NA,NA,NA
2015-06-04,2015-06-05,2015-06-07,YouGov,ST,NA,NA,NA,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2015-06-11,2015-06-12,2015-06-14,YouGov,ST,NA,NA,NA,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2015-06-12,2015-06-14,2015-06-16,ICM,Gu,37,31,8,NA,5,NA,Phone,13,NA,NA,NA,NA
2015-06-14,2015-06-16,2015-06-18,Ipsos MORI,ES,39,30,9,NA,6,NA,Phone,8,NA,NA,NA,NA
2015-06-18,2015-06-19,2015-06-21,YouGov,ST,NA,NA,NA,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2015-06-23,2015-06-26,NA,Opinium,NA,42,31,6,NA,3,NA,Internet,12,NA,NA,NA,NA
2015-06-25,2015-06-26,2015-06-28,YouGov,ST,NA,NA,NA,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2015-06-26,2015-06-28,2015-06-03,ComRes,DM,39,27,9,NA,6,NA,Phone,11,NA,NA,NA,NA
2015-06-26,2015-06-06,NA,Sky,NA,NA,NA,NA,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2015-07-02,2015-07-03,2015-07-05,YouGov,ST,NA,NA,NA,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2015-07-09,2015-07-10,NA,YouGov,NA,NA,NA,NA,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2015-07-10,2015-07-12,2015-07-14,ICM,GU,38,34,6,NA,4,NA,Phone,13,NA,NA,NA,NA
2015-07-18,2015-07-20,2015-07-23,Ipsos MORI,ES,37,31,10,NA,8,NA,Phone,9,NA,NA,NA,NA
2015-07-23,2015-07-24,2015-07-26,YouGov,ST,NA,NA,NA,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2015-07-24,2015-07-26,2015-07-31,ComRes,DM,40,28,7,NA,5,NA,Phone,10,NA,NA,NA,NA
2015-08-07,2015-08-09,2015-08-11,ICM,Gu,40,31,7,NA,4,NA,Phone,10,NA,NA,NA,NA
2015-08-12,2015-08-13,2015-08-14,Survation,TSSA,38,33,6,NA,3,NA,Internet,15,NA,NA,NA,NA
2015-08-12,2015-08-13,2015-08-15,ComRes,IoS/SM,40,29,8,NA,4,NA,Internet,13,NA,NA,NA,NA
2015-08-21,2015-08-23,2015-08-25,ComRes,DM,42,28,8,NA,6,NA,Phone,9,NA,NA,NA,NA
2015-08-21,2015-08-24,NA,Sky,NA,NA,NA,NA,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2015-09-03,2015-09-04,2015-09-06,Survation,MoS,38,32,6,NA,4,NA,Internet,13,NA,NA,NA,NA
2015-09-11,2015-09-13,2015-09-14,ICM,Gu,38,32,8,NA,3,NA,Phone,13,NA,NA,NA,NA
2015-09-15,2015-09-18,2015-09-20,Opinium,Ob,37,32,6,NA,4,NA,Internet,14,NA,NA,NA,NA
2015-09-16,2015-09-17,2015-09-19,ComRes,IoS/SM,42,30,7,NA,3,NA,Internet,13,NA,NA,NA,NA
2015-09-17,2015-09-18,2015-09-20,YouGov,ST,39,31,6,NA,3,NA,Internet,16,NA,NA,NA,NA
2015-09-18,2015-09-20,NA,Sky,NA,NA,NA,NA,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2015-09-19,2015-09-23,2015-09-24,Ipsos MORI,ES,39,34,9,NA,4,NA,Phone,7,NA,NA,NA,NA
2015-09-25,2015-09-28,2015-09-30,ComRes,DM,39,30,9,NA,4,NA,Phone,12,NA,NA,NA,NA
2015-09-29,2015-09-30,2015-09-01,YouGov,Sun,37,31,7,NA,2,NA,Internet,17,NA,NA,NA,NA
2015-10-09,2015-10-11,2015-10-12,ICM,Gu,38,34,7,NA,3,NA,Phone,11,NA,NA,NA,NA
2015-10-13,2015-10-16,2015-10-17,Opinium,Ob,37,32,5,NA,4,NA,Internet,15,NA,NA,NA,NA
2015-10-14,2015-10-15,2015-10-17,ComRes,IoS/SM,42,29,7,NA,3,NA,Internet,13,NA,NA,NA,NA
2015-10-16,2015-10-19,NA,Sky,NA,NA,NA,NA,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2015-10-17,2015-10-19,2015-10-23,Ipsos MORI,ES,36,32,10,NA,3,NA,Phone,12,NA,NA,NA,NA
2015-10-22,2015-10-27,2015-10-30,BMG,NA,37,31,6,NA,5,NA,Internet,15,NA,NA,NA,NA
2015-10-23,2015-10-25,2015-10-30,ComRes,DM,38,33,8,NA,3,NA,Phone,10,NA,NA,NA,NA
2015-10-26,2015-10-27,2015-10-28,YouGov,NA,NA,NA,NA,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2015-11-06,2015-11-09,NA,Sky,NA,NA,NA,NA,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2015-11-11,2015-11-17,2015-11-23,BMG,NA,37,30,7,NA,4,NA,Internet,15,NA,NA,NA,NA
2015-11-13,2015-11-15,2015-11-18,ICM,Gu,39,33,7,NA,3,NA,Phone,12,NA,NA,NA,NA
2015-11-14,2015-11-17,2015-11-19,Ipsos MORI,ES,41,34,7,NA,4,NA,Phone,7,NA,NA,NA,NA
2015-11-16,2015-11-17,2015-11-18,YouGov,TT,NA,NA,NA,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2015-11-16,2015-11-17,2015-11-18,Survation,Leave.EU,37,30,6,NA,3,NA,Internet,16,NA,NA,NA,NA
2015-11-18,2015-11-20,2015-11-22,ComRes,IoS/SM,42,27,7,NA,3,NA,Internet,15,NA,NA,NA,NA
2015-11-20,2015-11-22,2015-11-24,ComRes,DM,40,29,8,NA,3,NA,Phone,11,NA,NA,NA,NA
2015-11-30,2015-11-01,2015-11-02,YouGov,TT,41,30,6,NA,3,NA,Internet,16,NA,NA,NA,NA
2015-12-09,2015-12-11,2015-12-12,ComRes,IoS/SM,40,29,7,NA,3,NA,Internet,16,NA,NA,NA,NA
2015-12-11,2015-12-13,2015-12-17,ComRes,DM,37,33,7,NA,5,NA,Phone,11,NA,NA,NA,NA
2015-12-11,2015-12-16,NA,Sky,NA,NA,NA,NA,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2015-12-12,2015-12-14,2015-12-16,Ipsos MORI,ES,38,31,9,NA,6,NA,Phone,9,NA,NA,NA,NA
2015-12-15,2015-12-18,2015-12-18,Opinium,Ob,38,30,5,NA,5,NA,Internet,16,NA,NA,NA,NA
2015-12-15,2015-12-18,2015-12-18,Opinium,Ob,NA,NA,NA,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2015-12-17,2015-12-18,2015-12-04,YouGov,TT,39,29,6,NA,3,NA,Internet,17,NA,NA,NA,NA
2015-12-18,2015-12-20,2015-12-21,ICM,Gu,39,34,7,NA,3,NA,Phone,10,NA,NA,NA,NA
2016-01-13,2016-01-15,2016-01-16,ComRes,IoS/SM,40,29,7,NA,3,NA,Internet,16,NA,NA,NA,NA
2016-01-14,2016-01-15,2016-01-19,YouGov,NA,NA,NA,NA,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2016-01-15,2016-01-16,2016-01-17,Survation,MoS,37,30,7,NA,3,NA,Internet,16,NA,NA,NA,NA
2016-01-15,2016-01-17,2016-01-18,ICM,Gu,40,35,6,NA,3,NA,Phone,10,NA,NA,NA,NA
2016-01-15,2016-01-18,NA,Sky,NA,NA,NA,NA,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2016-01-22,2016-01-24,2016-01-30,ComRes,DM,37,32,6,NA,4,NA,Phone,12,NA,NA,NA,NA
2016-01-23,2016-01-25,2016-01-28,Ipsos MORI,ES,40,31,7,NA,4,NA,Phone,11,NA,NA,NA,NA
2016-01-27,2016-01-28,2016-01-31,YouGov,NA,39,30,6,NA,3,NA,Internet,17,NA,NA,NA,NA
2016-02-03,2016-02-04,2016-02-05,YouGov,TT,39,29,6,NA,3,NA,Internet,18,NA,NA,NA,NA
2016-02-10,2016-02-12,2016-02-13,ComRes,IoS/SM,41,27,9,NA,3,NA,Internet,15,NA,NA,NA,NA
2016-02-11,2016-02-12,2016-02-15,YouGov,NA,NA,NA,NA,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2016-02-12,2016-02-14,2016-02-16,ICM,Gu,39,32,7,NA,4,NA,Phone,11,NA,NA,NA,NA
2016-02-13,2016-02-16,2016-02-17,Ipsos MORI,ES,39,33,6,NA,3,NA,Phone,12,NA,NA,NA,NA
2016-02-19,2016-02-22,2016-02-24,ComRes,DM,38,31,8,NA,3,NA,Phone,12,NA,NA,NA,NA
2016-02-17,2016-02-23,2016-02-24,BMG,NA,38,30,5,NA,5,NA,Internet,16,NA,NA,NA,NA
2016-02-23,2016-02-26,NA,Sky,NA,NA,NA,NA,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2016-03-09,2016-03-10,2016-03-12,ComRes,IoS/SM,38,29,7,NA,4,NA,Internet,16,NA,NA,NA,NA
2016-03-11,2016-03-13,2016-03-14,ICM,Gu,36,36,8,NA,3,NA,Phone,11,NA,NA,NA,NA
2016-03-16,2016-03-17,2016-03-17,YouGov,TT,33,34,6,NA,3,NA,Internet,16,NA,NA,NA,NA
2016-03-18,2016-03-20,2016-03-24,ComRes,DM,37,35,7,NA,4,NA,Phone,9,NA,NA,NA,NA
2016-03-19,2016-03-22,2016-03-24,Ipsos MORI,ES,36,34,10,NA,3,NA,Phone,11,NA,NA,NA,NA
2016-03-24,2016-03-29,2016-03-04,BMG,NA,36,31,7,NA,5,NA,Internet,16,NA,NA,NA,NA
2016-03-29,2016-03-01,2016-03-03,Opinium,Ob,33,32,5,NA,4,NA,Internet,17,NA,NA,NA,NA
2016-04-04,2016-04-25,NA,Sky,NA,NA,NA,NA,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2016-04-06,2016-04-07,NA,YouGov,NA,NA,NA,NA,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2016-04-11,2016-04-12,2016-04-14,YouGov,TT,31,34,8,NA,3,NA,Internet,17,NA,NA,NA,NA
2016-04-13,2016-04-14,2016-04-17,ComRes,IoS/SM,35,30,8,NA,4,NA,Internet,16,NA,NA,NA,NA
2016-04-15,2016-04-17,2016-04-18,ICM,Gu,38,33,7,NA,3,NA,Phone,13,NA,NA,NA,NA
2016-04-15,2016-04-17,2016-04-18,ICM,Gu,36,31,7,NA,4,NA,Internet,16,NA,NA,NA,NA
2016-04-16,2016-04-18,2016-04-20,Ipsos MORI,ES,38,35,6,NA,3,NA,Phone,11,NA,NA,NA,NA
2016-04-22,2016-04-26,2016-04-04,BMG,NA,33,32,6,NA,5,NA,Internet,18,NA,NA,NA,NA
2016-04-25,2016-04-26,2016-04-28,YouGov,TT,30,33,6,NA,3,NA,Internet,20,NA,NA,NA,NA
2016-04-26,2016-04-29,2016-04-01,Opinium,Ob,38,30,5,NA,4,NA,Internet,15,NA,NA,NA,NA
2016-05-11,2016-05-12,2016-05-15,ComRes,IoS/SM,36,30,8,NA,4,NA,Internet,17,NA,NA,NA,NA
2016-05-13,2016-05-15,2016-05-16,ICM,Gu,36,34,7,NA,4,NA,Phone,13,NA,NA,NA,NA
2016-05-13,2016-05-15,2016-05-16,ICM,Gu,34,32,7,NA,4,NA,Internet,17,NA,NA,NA,NA
2016-05-14,2016-05-16,2016-05-18,Ipsos MORI,ES,36,34,8,NA,5,NA,Phone,10,NA,NA,NA,NA
2016-05-17,2016-05-19,2016-05-20,Opinium,Ob,35,30,5,NA,5,NA,Internet,18,NA,NA,NA,NA
2016-05-20,2016-05-25,NA,BMG,NA,31,32,8,NA,6,NA,Internet,17,NA,NA,NA,NA
2016-05-27,2016-05-29,2016-05-30,ICM,Gu,36,32,7,NA,3,NA,Phone,15,NA,NA,NA,NA
2016-05-27,2016-05-29,2016-05-30,ICM,Gu,36,31,7,NA,4,NA,Internet,17,NA,NA,NA,NA
2016-05-31,2016-05-03,2016-05-03,Opinium,Ob,34,30,6,NA,4,NA,Internet,18,NA,NA,NA,NA
2016-06-07,2016-06-10,2016-06-10,Opinium,Ob,35,32,4,NA,4,NA,Internet,18,NA,NA,NA,NA
2016-06-10,2016-06-13,2016-06-13,ICM,Gu,34,33,9,NA,5,NA,Phone,14,NA,NA,NA,NA
2016-06-10,2016-06-13,2016-06-13,ICM,Gu,34,30,8,NA,4,NA,Internet,19,NA,NA,NA,NA
2016-06-10,2016-06-15,NA,BMG,NA,32,30,7,NA,6,NA,Internet,20,NA,NA,NA,NA
2016-06-11,2016-06-14,2016-06-16,Ipsos MORI,ES,35,34,9,NA,4,NA,Phone,10,NA,NA,NA,NA
2016-06-15,2016-06-16,2016-06-18,ComRes,Ind/Sunday People,34,29,8,NA,4,NA,Internet,19,NA,NA,NA,NA
2016-06-16,2016-06-20,NA,Sky,NA,NA,NA,NA,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2016-06-20,2016-06-22,2016-06-22,Opinium,NA,34,30,6,NA,4,NA,Internet,19,NA,NA,NA,NA
2016-06-24,2016-06-25,2016-06-26,Survation,MoS,32,32,9,NA,NA,NA,Internet,16,NA,NA,NA,NA
2016-06-24,2016-06-26,2016-06-27,ICM,Gu,36,32,7,NA,5,NA,Internet,15,NA,NA,NA,NA
2016-06-28,2016-06-30,2016-06-01,Opinium,NA,34,29,7,NA,4,NA,Internet,17,NA,NA,NA,NA
2016-06-30,2016-06-01,2016-06-03,Survation,MoS,35,30,8,NA,3,NA,Internet,16,NA,NA,NA,NA
2016-07-01,2016-07-02,2016-07-04,ICM,NA,37,30,8,NA,4,NA,Internet,15,NA,NA,NA,NA
2016-07-04,2016-07-05,2016-07-06,Survation,Constitutional Research Council,36,32,9,NA,NA,NA,Phone,12,NA,NA,NA,NA
2016-07-08,2016-07-10,2016-07-11,ICM,NA,38,30,8,NA,4,NA,Internet,15,NA,NA,NA,NA
2016-07-09,2016-07-11,2016-07-13,Ipsos MORI,ES,36,35,11,NA,4,NA,Phone,8,NA,NA,NA,NA
2016-07-13,2016-07-15,2016-07-17,ICM,Sun on Sunday,39,29,9,NA,4,NA,Internet,14,NA,NA,NA,NA
2016-07-17,2016-07-18,2016-07-20,YouGov,NA,40,29,9,NA,3,NA,Internet,12,NA,NA,NA,NA
2016-07-19,2016-07-22,2016-07-23,Opinium,Ob,37,31,6,NA,4,NA,Internet,15,NA,NA,NA,NA
2016-07-20,2016-07-25,NA,Sky,NA,NA,NA,NA,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2016-07-22,2016-07-24,2016-07-26,ICM,NA,43,27,8,NA,4,NA,Internet,13,NA,NA,NA,NA
2016-07-22,2016-07-26,NA,BMG,NA,39,29,8,NA,6,NA,Internet,13,NA,NA,NA,NA
2016-07-25,2016-07-26,2016-07-27,YouGov,TT,40,28,8,NA,4,NA,Internet,13,NA,NA,NA,NA
2016-08-01,2016-08-02,2016-08-04,YouGov,TT,42,28,8,NA,3,NA,Internet,12,NA,NA,NA,NA
2016-08-05,2016-08-08,2016-08-11,TNS BMRB,NA,39,26,10,NA,7,NA,Internet,NA,NA,NA,NA,NA
2016-08-08,2016-08-09,2016-08-10,YouGov,TT,38,31,8,NA,4,NA,Internet,13,NA,NA,NA,NA
2016-08-10,2016-08-12,2016-08-14,ComRes,IoS/SM,NA,NA,NA,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2016-08-11,2016-08-12,2016-08-16,YouGov,PB,NA,NA,NA,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2016-08-11,2016-08-15,NA,BMG,NA,39,29,8,NA,5,NA,Internet,14,NA,NA,NA,NA
2016-08-11,2016-08-22,NA,Lord Ashcroft,NA,40,31,7,NA,3,NA,Internet,13,NA,NA,NA,NA
2016-08-12,2016-08-15,2016-08-16,ICM,NA,40,28,8,NA,4,NA,Internet,14,NA,NA,NA,NA
2016-08-13,2016-08-15,2016-08-17,Ipsos MORI,ES,45,34,7,NA,4,NA,Phone,6,NA,NA,NA,NA
2016-08-16,2016-08-17,2016-08-19,YouGov,TT,38,30,9,NA,4,NA,Internet,13,NA,NA,NA,NA
2016-08-19,2016-08-20,2016-08-02,Survation,DE,NA,NA,NA,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2016-08-22,2016-08-23,2016-08-24,YouGov,NA,40,29,8,NA,3,NA,Internet,13,NA,NA,NA,NA
2016-08-26,2016-08-28,2016-08-31,ICM,Gu,41,27,9,NA,4,NA,Internet,13,NA,NA,NA,NA
2016-08-26,2016-08-31,NA,Sky,NA,NA,NA,NA,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2016-08-29,2016-08-30,NA,YouGov,NA,NA,NA,NA,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2016-08-30,2016-08-31,NA,YouGov,TT,38,30,7,NA,4,NA,Internet,14,NA,NA,NA,NA
2016-09-04,2016-09-05,2016-09-07,YouGov,TT,40,29,7,NA,3,NA,Internet,13,NA,NA,NA,NA
2016-09-05,2016-09-06,NA,Survation,NA,NA,NA,NA,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2016-09-09,2016-09-11,2016-09-12,ICM,Gu,41,28,9,NA,4,NA,Internet,13,NA,NA,NA,NA
2016-09-10,2016-09-14,2016-09-15,Ipsos MORI,ES,40,34,6,NA,5,NA,Phone,9,NA,NA,NA,NA
2016-09-13,2016-09-14,2016-09-15,YouGov,TT,38,31,7,NA,4,NA,Internet,13,NA,NA,NA,NA
2016-09-16,2016-09-19,NA,Sky,NA,NA,NA,NA,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2016-09-19,2016-09-21,2016-09-23,YouGov,TT,39,30,8,NA,3,NA,Internet,13,NA,NA,NA,NA
2016-09-19,2016-09-23,2016-09-28,BMG,NA,39,28,8,NA,5,NA,Internet,13,NA,NA,NA,NA
2016-09-21,2016-09-23,2016-09-25,ICM,Sun on Sunday,41,26,8,NA,4,NA,Internet,14,NA,NA,NA,NA
2016-09-22,2016-09-23,NA,Survation,LabourList,39,29,8,NA,4,NA,Internet,13,NA,NA,NA,NA
2016-09-27,2016-09-30,NA,Opinium,NA,38,31,5,NA,4,NA,Internet,16,NA,NA,NA,NA
2016-09-28,2016-09-29,2016-09-30,YouGov,TT,39,30,8,NA,3,NA,Internet,13,NA,NA,NA,NA
2016-10-07,2016-10-09,2016-10-10,ICM,Gu,43,26,8,NA,6,NA,Internet,11,NA,NA,NA,NA
2016-10-11,2016-10-12,2016-10-14,YouGov,TT,42,28,9,NA,3,NA,Internet,11,NA,NA,NA,NA
2016-10-14,2016-10-17,2016-10-19,Ipsos MORI,ES,47,29,7,NA,4,NA,Phone,6,NA,NA,NA,NA
2016-10-18,2016-10-21,2016-10-22,Opinium,Ob,39,30,6,NA,4,NA,Internet,13,NA,NA,NA,NA
2016-10-19,2016-10-24,2016-10-01,BMG,NA,42,28,8,NA,4,NA,Internet,12,NA,NA,NA,NA
2016-10-24,2016-10-25,NA,YouGov,TT,40,27,11,NA,3,NA,Internet,11,NA,NA,NA,NA
2016-10-28,2016-10-30,2016-10-01,ICM,Gu,43,27,8,NA,5,NA,Internet,12,NA,NA,NA,NA
2016-10-31,2016-10-01,2016-10-03,YouGov,TT,41,27,10,NA,4,NA,Internet,11,NA,NA,NA,NA
2016-11-01,2016-11-03,NA,Opinium,NA,40,32,6,NA,4,NA,Internet,13,NA,NA,NA,NA
2016-11-03,2016-11-06,NA,Sky,NA,NA,NA,NA,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2016-11-11,2016-11-14,2016-11-16,Ipsos MORI,ES,42,33,10,NA,3,NA,Phone,7,NA,NA,NA,NA
2016-11-14,2016-11-15,2016-11-18,YouGov,TT,42,28,8,NA,4,NA,Internet,11,NA,NA,NA,NA
2016-11-15,2016-11-18,2016-11-19,Opinium,Ob,41,29,7,NA,3,NA,Internet,12,NA,NA,NA,NA
2016-11-18,2016-11-20,2016-11-21,ICM,Gu,42,28,9,NA,3,NA,Internet,11,NA,NA,NA,NA
2016-11-21,2016-11-22,2016-11-25,YouGov,TT,41,28,9,NA,4,NA,Internet,12,NA,NA,NA,NA
2016-11-22,2016-11-25,NA,BMG,NA,NA,NA,NA,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2016-11-25,2016-11-27,2016-11-29,ICM,Gu,44,28,7,NA,4,NA,Internet,12,NA,NA,NA,NA
2016-11-25,2016-11-28,NA,Sky,NA,NA,NA,NA,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2016-11-28,2016-11-29,2016-11-02,YouGov,TT,39,27,9,NA,4,NA,Internet,14,NA,NA,NA,NA
2016-11-29,2016-11-30,2016-11-01,YouGov,PB,NA,NA,NA,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2016-12-04,2016-12-05,2016-12-09,YouGov,TT,42,25,11,NA,4,NA,Internet,12,NA,NA,NA,NA
2016-12-06,2016-12-09,NA,BMG,NA,NA,NA,NA,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2016-12-09,2016-12-11,2016-12-12,ICM,Gu,41,27,9,NA,3,NA,Internet,14,NA,NA,NA,NA
2016-12-09,2016-12-12,2016-12-15,Ipsos MORI,ES,40,29,14,NA,3,NA,Phone,9,NA,NA,NA,NA
2016-12-13,2016-12-16,2016-12-18,Opinium,Ob,38,31,6,NA,4,NA,Internet,13,NA,NA,NA,NA
2016-12-18,2016-12-19,2016-12-02,YouGov,TT,39,24,12,NA,4,NA,Internet,14,NA,NA,NA,NA
2017-01-03,2017-01-04,2017-01-06,YouGov,TT,39,26,10,NA,4,NA,Internet,14,NA,NA,NA,NA
2017-01-06,2017-01-08,2017-01-09,ICM,Gu,42,28,9,NA,4,NA,Internet,12,NA,NA,NA,NA
2017-01-06,2017-01-09,NA,BMG,NA,NA,NA,NA,NA,NA,NA,Internet,NA,NA,NA,NA,NA
2017-01-09,2017-01-10,2017-01-16,YouGov,TT,39,28,11,NA,3,NA,Internet,13,NA,NA,NA,NA
2017-01-10,2017-01-12,2017-01-14,Opinium,Ob,38,30,7,NA,4,NA,Internet,14,NA,NA,NA,NA
2017-01-13,NA,2017-01-15,Survation,MoS,38,29,10,NA,2,NA,Internet,13,NA,NA,NA,NA
