Year,Month,Fieldwork,,Published,Polling,Publisher,Con,,Lab,,LD,,Con lead,,,,UKIP,Green,BNP
,Mar,21-22,21/03/2013,24,YouGov,ST,30,-2,41,0,12,1,-11,-2,Internet,,12,2,1
,Mar,22-24,,25,ComRes,Ind,28,-3,38,-5,12,4,-10,2,Phone,,14,3,1
,Mar,21-25,21/03/2013,24,TNS BMRB,,27,1,37,-2,10,-3,-10,3,Internet,,17,3,1
,Mar,24-25,24/03/2013,,YouGov,Sun,30,0,41,0,13,1,-11,0,Internet,,11,2,1
,Mar,25-26,25/03/2013,,YouGov,Sun,30,0,39,-2,13,0,-9,2,Internet,,12,2,0
,Mar,26-27,26/03/2013,,YouGov,Sun,30,0,40,1,12,-1,-10,-1,Internet,,13,2,0
,Mar,27-28,27/03/2013,,YouGov,Sun,29,-1,42,2,11,-1,-13,-3,Internet,,13,2,0
,Apr,1-2,01/04/2013,,YouGov,Sun,30,1,43,1,11,0,-13,0,Internet,,10,3,1
,Apr,2-3,02/04/2013,,YouGov,Sun,33,3,41,-2,9,-2,-8,5,Internet,,11,2,0
,Apr,2-4,02/04/2013,7,Opinium,Ob,28,0,38,0,8,-1,-10,0,Internet,,17,3,1
,Apr,3-4,03/04/2013,,YouGov,Sun,30,-3,42,1,11,2,-12,-4,Internet,,12,2,0
,Apr,4-5,04/04/2013,7,YouGov,ST,30,0,40,-2,11,0,-10,2,Internet,,13,2,0
,Apr,4-8,04/04/2013,,TNS BMRB,,25,-2,40,3,10,0,-15,-5,Internet,,14,4,2
,Apr,7-8,07/04/2013,,YouGov,Sun,30,0,40,0,12,1,-10,0,Internet,,12,2,0
,Apr,8-9,08/04/2013,,YouGov,Sun,33,3,41,1,10,-2,-8,2,Internet,,10,2,0
,Apr,9-10,09/04/2013,,YouGov,Sun,28,-5,42,1,12,2,-14,-6,Internet,,11,2,1
,Apr,10-11,10/04/2013,,YouGov,Sun,32,4,42,0,9,-3,-10,4,Internet,,11,2,1
,Apr,10-11,10/04/2013,14,ComRes,IoS/SM,30,2,38,1,8,-1,-8,1,Internet,,15,3,1
,Apr,10-11,10/04/2013,,ICM,STel,,,,,,,,,Internet,,,,
,Apr,11-12,11/04/2013,14,YouGov,ST,31,-1,42,0,12,3,-11,-1,Internet,,11,2,0
,Apr,12-13,12/04/2013,16,Angus RS,,27,,39,,8,,-12,,Internet,,16,3,2
,Apr,12-14,12/04/2013,17,ICM ,Gu,32,1,38,-1,15,0,-6,2,Phone,,9,2,1
,Apr,13-15,13/04/2013,18,MORI,ES,29,2,38,-2,10,-1,-9,4,Phone,Certain to vote,15,4,0
,Apr,14-15,14/04/2013,,YouGov,Sun,31,0,39,-3,12,0,-8,3,Internet,,12,2,1
,Apr,15-16,15/04/2013,,YouGov,Sun,33,2,40,1,10,-2,-7,1,Internet,,11,2,0
,Apr,16-17,16/04/2013,,YouGov,Sun,30,-3,41,1,10,0,-11,-4,Internet,,12,2,1
,Apr,16-18,16/04/2013,21,Opinium,Ob,29,1,35,-3,8,0,-6,4,Internet,,17,4,2
,Apr,17-18,17/04/2013,,YouGov,Sun,33,3,40,-1,10,0,-7,4,Internet,,11,2,1
,Apr,18-19,18/04/2013,21,YouGov,ST,32,-1,40,0,11,1,-8,-1,Internet,,10,2,1
,Apr,21-22,21/04/2013,,YouGov,Sun,32,0,39,-1,11,0,-7,1,Internet,,13,2,1
,Apr,22-23,22/04/2013,,YouGov,Sun,33,1,40,1,10,-1,-7,0,Internet,,12,3,1
,Apr,23-24,23/04/2013,,YouGov,Sun,31,-2,39,-1,10,0,-8,-1,Internet,,11,3,1
,Apr,24-25,24/04/2013,,YouGov,Sun,32,1,40,1,11,1,-8,0,Internet,,12,2,0
,Apr,25-26,25/04/2013,28,YouGov,ST,31,-1,40,0,11,0,-9,-1,Internet,,11,3,1
,Apr,26-28,26/04/2013,1,Survation,Free Speech Network,29,-2,36,-2,12,2,-7,0,Internet,GB,16,3,1
,Apr,26-28,26/04/2013,29,ComRes,Ind,32,4,38,0,9,-3,-6,4,Phone,,13,4,1
,Apr,28-29,28/04/2013,,YouGov,Sun,30,-1,39,-1,11,0,-9,0,Internet,,14,3,0
,Apr,29-30,29/04/2013,,YouGov,Sun,30,0,39,0,11,0,-9,0,Internet,,14,2,0
,Apr,30-1,30/04/2013,,YouGov,Sun,33,3,39,0,10,-1,-6,3,Internet,,13,2,0
,Apr,30-2,30/04/2013,5,Opinium,Ob,28,-1,35,0,9,1,-7,-1,Internet,,17,4,1
,May,1-2,01/05/2013,,YouGov,Sun,32,-1,43,4,9,-1,-11,-5,Internet,,10,1,0
,May,2-3,02/05/2013,5,YouGov,ST,30,-2,40,-3,11,2,-10,1,Internet,,12,2,1
,May,6-7,06/05/2013,,YouGov,Sun,29,-1,39,-1,9,-2,-10,0,Internet,,16,2,0
,May,7-8,07/05/2013,,YouGov,Sun,27,-2,38,-1,11,2,-11,-1,Internet,,17,2,0
,May,8-9,08/05/2013,,YouGov,Sun,30,3,39,1,10,-1,-9,2,Internet,,14,2,0
,May,9-10,09/05/2013,12,YouGov,ST,30,0,39,0,9,-1,-9,0,Internet,,16,3,0
,May,10-12,10/05/2013,14,ICM,Gu,28,-4,34,-4,11,-4,-6,0,Phone,,18,2,4
,May,10-12,10/05/2013,,ICM,,,,,,,,,,Internet,,,,
,May,11-13,11/05/2013,15,MORI,ES,31,2,34,-4,10,0,-3,6,Phone,Certain to vote,13,6,1
,May,12-13,12/05/2013,,YouGov,Sun,31,1,38,-1,10,1,-7,2,Internet,,14,2,1
,May,13-14,13/05/2013,,YouGov,Sun,30,-1,40,2,10,0,-10,-3,Internet,,15,2,0
,May,14-15,14/05/2013,,YouGov,Sun,30,0,40,0,10,0,-10,0,Internet,,14,2,1
,May,14-16,14/05/2013,17,TNS BMRB,,28,3,37,-3,7,-3,-9,6,Internet,,18,4,1
,May,14-16,14/05/2013,19,Opinium,Ob,27,-1,37,2,7,-2,-10,-3,Internet,,20,4,1
,May,15-16,15/05/2013,,YouGov,Sun,31,1,39,-1,9,-1,-8,2,Internet,,15,2,0
,May,15-16,15/05/2013,19,ComRes,IoS/SM,29,-1,35,-3,8,0,-6,2,Internet,,19,4,1
,May,15-16,15/05/2013,19,ICM,STel,,,,,,,,,Internet,,,,
,May,16-17,16/05/2013,19,YouGov,ST,29,-2,40,1,9,0,-11,-3,Internet,,14,3,1
,May,17-18,17/05/2013,19,Survation,,24,-5,35,-1,11,-1,-11,-4,Internet,GB,22,0,0
,May,19-20,19/05/2013,,YouGov,Sun,31,2,39,-1,10,1,-8,3,Internet,,14,2,0
,May,20-21,20/05/2013,,YouGov,Sun,27,-4,38,-1,10,0,-11,-3,Internet,,16,4,1
,May,21-22,21/05/2013,,YouGov,Sun,29,2,39,1,11,1,-10,1,Internet,,16,1,1
,May,22-23,22/05/2013,,YouGov,Sun,29,0,42,3,11,0,-13,-3,Internet,,13,2,1
,May,22-24,22/05/2013,29,ComRes,Open Europe,26,,37,,9,,-11,,Internet,Not the usual ComRes methodology,20,3,1
,May,23-24,23/05/2013,26,YouGov,ST,30,1,40,-2,10,-1,-10,3,Internet,,14,2,1
,May,24,24/05/2013,,Survation,MoS,24,0,35,0,10,-1,-11,0,Internet,GB,22,4,0
,May,24-26,24/05/2013,29,ComRes,Ind,30,-2,34,-4,10,1,-4,2,Phone,,17,2,1
,May,27-28,27/05/2013,,YouGov,Sun,29,-1,39,-1,10,0,-10,0,Internet,,15,3,1
,May,28-29,28/05/2013,,YouGov,Sun,30,1,37,-2,11,1,-7,3,Internet,,14,3,1
,May,28-31,28/05/2013,2,Opinium,Ob,26,-1,37,0,6,-1,-11,-1,Internet,,21,4,1
,May,29-30,29/05/2013,,YouGov,Sun,30,0,38,1,11,0,-8,-1,Internet,,14,3,1
,May,30,30/05/2013,2,Survation,Sun,25,1,36,1,10,0,-11,0,Internet,GB,20,4,
,May,30-31,30/05/2013,2,YouGov,ST,30,0,39,1,10,-1,-9,-1,Internet,,15,2,1
,May,30-3,30/05/2013,4,TNS BMRB,,24,-4,37,0,10,3,-13,-4,Internet,,19,3,1
,May,31-2,31/05/2013,7,Lord Ashcroft,,27,,37,,9,,-10,,Phone,,15,,
,Jun,3,03/06/2013,,YouGov,Sun,31,1,38,-1,10,0,-7,2,Internet,,16,2,0
,Jun,3-4,03/06/2013,,YouGov,Sun,30,-1,40,2,10,0,-10,-3,Internet,,14,2,1
,Jun,4-5,04/06/2013,,YouGov,Sun,30,0,39,-1,10,0,-9,1,Internet,,14,3,0
,Jun,5-6,05/06/2013,,YouGov,Sun,32,2,39,0,10,0,-7,2,Internet,,13,3,0
,Jun,6-7,06/06/2013,9,YouGov,ST,30,-2,40,1,9,-1,-10,-3,Internet,,14,2,0
,Jun,6-10,06/06/2013,10,TNS BMRB,,27,3,36,-1,8,-2,-9,4,Internet,,19,3,0
,Jun,7-9,07/06/2013,12,ICM,Gu,29,1,36,2,12,1,-7,-1,Phone,,12,2,
,Jun,8-10,08/06/2013,12,MORI,ES,31,0,35,1,10,0,-4,-1,Phone,Certain to vote,12,4,2
,Jun,9-10,09/06/2013,,YouGov,Sun,28,-2,39,-1,11,2,-11,-1,Internet,,15,2,0
,Jun,10-11,10/06/2013,,YouGov,Sun,30,2,38,-1,9,-2,-8,3,Internet,,16,3,1
,Jun,11-12,11/06/2013,,YouGov,Sun,30,0,38,0,11,2,-8,0,Internet,,12,3,1
,Jun,12-13,12/06/2013,,YouGov,Sun,32,2,39,1,10,-1,-7,1,Internet,,12,2,1
,Jun,12-13,12/06/2013,16,ComRes,IoS/SM,26,-3,35,0,10,2,-9,-3,Internet,,19,4,1
,Jun,12-14,12/06/2013,16,Opinium,Ob,27,1,36,-1,7,1,-9,2,Internet,,20,3,2
,Jun,13-14,13/06/2013,16,YouGov,ST,30,-2,39,0,10,0,-9,-2,Internet,,14,2,1
,Jun,16-17,16/06/2013,,YouGov,Sun,31,1,40,1,10,0,-9,0,Internet,,13,2,0
,Jun,17-18,17/06/2013,,YouGov,Sun,31,0,38,-2,10,0,-7,2,Internet,,13,2,2
,Jun,18-19,18/06/2013,,YouGov,Sun,32,1,38,0,10,0,-6,1,Internet,,13,2,1
,Jun,19-20,19/06/2013,,YouGov,Sun,31,-1,39,1,11,1,-8,-2,Internet,,14,2,0
,Jun,20-21,20/06/2013,23,YouGov,ST,31,0,39,0,10,-1,-8,0,Internet,,13,3,0
,Jun,21-23,21/06/2013,25,ComRes,Ind,30,0,36,2,10,0,-6,-2,Phone,,14,5,1
,Jun,23-24,23/06/2013,,YouGov,Sun,32,1,39,0,9,-1,-7,1,Internet,,12,3,0
,Jun,24-25,24/06/2013,,YouGov,Sun,32,0,40,1,11,2,-8,-1,Internet,,11,2,1
,Jun,25-26,25/06/2013,,YouGov,Sun,31,-1,42,2,11,0,-11,-3,Internet,,10,3,0
,Jun,25-28,25/06/2013,30,Opinium,Ob,27,0,37,1,7,0,-10,-1,Internet,,19,3,1
,Jun,26-27,26/06/2013,,YouGov,Sun,33,2,39,-3,10,-1,-6,5,Internet,,13,3,0
,Jun,26-28,26/06/2013,30,ICM,STel,,,,,,,,,Internet,,,,
,Jun,27-28,27/06/2013,30,YouGov,ST,33,0,38,-1,11,1,-5,1,Internet,,11,2,1
,Jun,30-1,30/06/2013,,YouGov,Sun,33,0,38,0,8,-3,-5,0,Internet,,12,2,1
,Jul,1-2,01/07/2013,,YouGov,Sun,32,-1,40,2,9,1,-8,-3,Internet,,12,3,1
,Jul,2-3,02/07/2013,,YouGov,Sun,32,0,40,0,9,0,-8,0,Internet,,13,2,1
,Jul,3,03/07/2013,5,Survation,Mirror,23,-2,36,0,10,0,-13,-2,Internet,GB,22,4,1
,Jul,3-4,03/07/2013,,YouGov,Sun,31,-1,39,-1,11,2,-8,0,Internet,,12,2,1
,Jul,4-5,04/07/2013,7,YouGov,ST,33,2,39,0,11,0,-6,2,Internet,,12,2,1
,Jul,7-8,07/07/2013,,YouGov,Sun,34,1,40,1,10,-1,-6,0,Internet,,10,2,1
,Jul,8-9,08/07/2013,,YouGov,Sun,31,-3,39,-1,10,0,-8,-2,Internet,,13,3,1
,Jul,9-10,09/07/2013,,YouGov,Sun,32,1,37,-2,11,1,-5,3,Internet,,12,3,1
,Jul,10-11,10/07/2013,,YouGov,Sun,32,0,40,3,10,-1,-8,-3,Internet,,13,2,0
,Jul,10-11,10/07/2013,14,ComRes,Ios/SM,28,2,36,1,8,-2,-8,1,Internet,,18,4,1
,Jul,11-12,11/07/2013,14,YouGov,ST,30,-2,41,1,10,0,-11,-3,Internet,,13,2,1
,Jul,11-12,11/07/2013,14,Survation,MoS,28,5,36,0,9,-2,-8,-5,Internet,GB,20,4,1
,Jul,12-14,12/07/2013,15,Populus,,31,,38,,13,,-7,,Internet,,10,4,1
,Jul,12-14,12/07/2013,14,Opinium,Ob,27,0,38,1,6,-1,-11,-1,Internet,,19,4,1
,Jul,12-14,12/07/2013,16,ICM,Gu,36,7,36,0,13,1,0,7,Phone,,7,,
,Jul,13-15,13/07/2013,17,MORI,ES,29,-2,40,5,10,0,-11,-7,Phone,Certain to vote,12,4,0
,Jul,14-15,14/07/2013,,YouGov,Sun,31,1,40,-1,11,1,-9,2,Internet,,11,2,2
,Jul,15-16,15/07/2013,,YouGov,Sun,32,1,38,-2,10,-1,-6,3,Internet,,12,2,1
,Jul,16-17,16/07/2013,,YouGov,Sun,31,-1,37,-1,12,2,-6,0,Internet,,13,3,0
,Jul,17-18,17/07/2013,,YouGov,Sun,33,2,38,1,11,-1,-5,-1,Internet,,11,2,1
,Jul,17-18,17/07/2013,19,Populus,,31,0,39,1,12,-1,-8,-1,Internet,,10,3,1
,Jul,18-19,18/07/2013,21,YouGov,ST,32,-1,39,1,10,-1,-7,-2,Internet,,11,2,1
,Jul,18-22,18/07/2013,23,TNS BMRB,,28,1,38,2,9,1,-10,-1,Internet,,16,2,1
,Jul,19-21,19/07/2013,22,Populus,,32,1,39,0,12,0,-7,1,Internet,,9,2,1
,Jul,21-22,21/07/2013,,YouGov,Sun,35,3,38,-1,11,1,-3,4,Internet,,10,2,0
,Jul,22-23,22/07/2013,,YouGov,Sun,32,-3,39,1,11,0,-7,-4,Internet,,12,2,1
,Jul,23-24,23/07/2013,,YouGov,Sun,35,3,39,0,8,-3,-4,3,Internet,,11,3,1
,Jul,23-26,23/07/2013,28,Opinium,Ob,28,1,39,1,8,2,-11,0,Internet,,16,3,1
,Jul,24-25,24/07/2013,,YouGov,Sun,32,-3,38,-1,11,3,-6,-2,Internet,,11,3,1
,Jul,24-25,24/07/2013,26,Populus,,32,0,39,0,11,-1,-7,0,Internet,,10,3,1
,Jul,25-26,25/07/2013,28,YouGov,ST,33,1,39,1,10,-1,-6,0,Internet,,11,2,1
,Jul,25-27,25/07/2013,31,ComRes,Ind,34,4,37,1,10,0,-3,3,Phone,,12,4,1
,Jul,26-28,26/07/2013,29,Populus,,34,2,39,0,11,0,-5,2,Internet,,8,3,1
,Jul,28-29,28/07/2013,,YouGov,Sun,33,0,40,1,10,0,-7,-1,Internet,,12,2,0
,Jul,29-30,29/07/2013,,YouGov,Sun,34,1,40,0,11,1,-6,1,Internet,,10,2,1
,Jul,30-31,30/07/2013,,YouGov,Sun,33,-1,38,-2,10,-1,-5,1,Internet,,14,2,0
,Jul,31-1,31/07/2013,2,Populus,,29,-5,40,1,11,0,-11,-6,Internet,,12,3,2
,Jul,31-1,31/07/2013,,YouGov,Sun,34,1,40,2,10,0,-6,-1,Internet,,11,2,0
,Aug,1-2,01/08/2013,4,YouGov,ST,32,-2,38,-2,10,0,-6,0,Internet,,13,2,1
,Aug,1-5 Sept,01/08/2013,,Lord Ashcroft,,30,,35,,12,,-5,,Phone,,,,
,Aug,2,02/08/2013,4,Survation,MoS,28,0,36,0,11,2,-8,0,Internet,GB,18,1,1
,Aug,2-4,02/08/2013,5,Populus,,33,4,38,-2,12,1,-5,6,Internet,,9,3,2
,Aug,4-5,04/08/2013,,YouGov,Sun,34,2,38,0,11,1,-4,2,Internet,,12,2,1
,Aug,5-6,05/08/2013,,YouGov,Sun,32,-2,39,1,10,-1,-7,-3,Internet,,11,2,1
,Aug,6-7,06/08/2013,,YouGov,Sun,31,-1,39,0,11,1,-8,-1,Internet,,11,4,0
,Aug,6-8,06/08/2013,11,Opinium,Ob,29,1,36,-3,9,1,-7,4,Internet,,17,3,1
,Aug,7-8,07/08/2013,9,Populus,,32,-1,38,0,12,0,-6,-1,Internet,,9,3,1
,Aug,7-8,07/08/2013,,YouGov,Sun,34,3,38,-1,9,-2,-4,4,Internet,,12,2,0
,Aug,8-9,08/08/2013,11,YouGov,ST,33,-1,41,3,9,0,-8,-4,Internet,,10,3,0
,Aug,9-11,09/08/2013,12,Populus,,33,1,39,1,12,0,-6,0,Internet,,10,2,1
,Aug,9-11,09/08/2013,13,ICM,Gu,32,-4,35,-1,14,1,-3,-3,Phone,,10,,
,Aug ,9-11,09/08/2013,,ICM,,,,,,,,,,Internet,,,,
,Aug,10-12,10/08/2013,15,MORI,ES,30,1,40,0,10,0,-10,1,Phone,Certain to vote,11,5,0
,Aug,11-12,11/08/2013,,YouGov,Sun,33,,40,,8,,-7,,Internet,Methodology changed re weighting,13,2,1
,Aug,12-13,12/08/2013,,YouGov,Sun,35,2,38,-2,10,2,-3,4,Internet,,11,2,1
,Aug,13-14,13/08/2013,,YouGov,Sun,32,-3,38,0,11,1,-6,-3,Internet,,13,2,0
,Aug,14-15,14/08/2013,,YouGov,Sun,34,2,39,1,9,-2,-5,1,Internet,,11,2,1
,Aug,14-15,14/08/2013,16,Populus,,36,3,39,0,10,-2,-3,3,Internet,,8,2,1
,Aug,14-15,14/08/2013,18,ComRes,IoS/SM,28,0,37,1,8,0,-9,-1,Internet,,19,3,1
,Aug,15-16,15/08/2013,18,YouGov,ST,32,-2,38,-1,10,1,-6,-1,Internet,,13,3,1
,Aug,16-18,16/08/2013,19,Populus,,32,-4,38,-1,12,2,-6,-3,Internet,,11,3,1
,Aug,18-19,18/08/2013,,YouGov,Sun,31,-1,38,0,10,0,-7,-1,Internet,,14,3,1
,Aug,19-20,19/08/2013,,YouGov,Sun,32,1,39,1,10,0,-7,0,Internet,,12,3,0
,Aug,20-21,20/08/2013,,YouGov,Sun,34,2,37,-2,9,-1,-3,4,Internet,,13,3,0
,Aug,20-23,20/08/2013,25,Opinium,Ob,29,0,36,0,8,-1,-7,0,Internet,,18,4,1
,Aug,21-22,21/08/2013,,YouGov,Sun,32,-2,39,2,11,2,-7,-4,Internet,,10,2,1
,Aug,21-23,21/08/2013,25,ICM,STel,,,,,,,,,Internet,,,,
,Aug,21-23,21/08/2013,23,Populus,,30,-2,38,0,12,0,-8,-2,Internet,,12,3,1
,Aug,22-23,22/08/2013,25,YouGov,ST,32,0,38,-1,10,-1,-6,1,Internet,,13,3,1
,Aug,22-28,22/08/2013,,Survation,LibDems,30,2,36,0,10,-1,-6,2,Internet,GB,16,3,1
,Aug,23-26,23/08/2013,26,Populus,,33,3,37,-1,13,1,-4,4,Internet,,10,2,1
,Aug,26-27,26/08/2013,,YouGov,Sun,34,2,39,1,8,-2,-5,1,Internet,,12,2,1
,Aug,27-28,17/08/2013,,YouGov,Sun,34,0,37,-2,11,3,-3,2,Internet,,12,2,1
,Aug,28-29,28/08/2013,,YouGov,Sun,33,-1,37,0,10,-1,-4,-1,Internet,,12,3,1
,Aug,28-29,28/08/2013,30,Populus,,33,0,39,2,12,-1,-6,-2,Internet,,9,2,1
,Aug,29-2,29/08/2013,2,TNS BMRB,,28,0,39,1,11,2,-11,-1,Internet,,13,3,1
,Aug,30,30/08/2013,,Survation,MoS,29,-1,37,1,11,1,-8,0,Internet,GB,17,2,1
,Aug,30-31,30/08/2013,1,YouGov,ST,31,-2,41,4,9,-1,-10,-6,Internet,,13,2,0
,Aug,30-1,30/08/2013,3,ComRes,Ind,31,-3,37,0,12,2,-6,-3,Phone,,10,4,1
,Aug,30-1,30/08/2013,2,Populus,,34,1,38,-1,12,0,-4,2,Internet,,8,3,1
,Sep,1-2,01/09/2013,,YouGov,Sun,33,2,40,-1,9,0,-7,3,Internet,,12,2,1
,Sep,2-3,02/09/2013,,YouGov,Sun,33,0,37,-3,9,0,-4,3,Internet,,13,3,1
,Sep,3-4,03/09/2013,,YouGov,Sun,33,0,39,2,10,1,-6,2,Internet,,12,2,0
,Sep,3-6,03/09/2013,8,Opinium,Ob,30,1,35,-1,7,-1,-5,2,Internet,,17,4,2
,Sep,4-5,04/09/2013,6,Populus,,33,-1,37,-1,14,2,-4,0,Internet,,8,3,1
,Sep,4-5,04/09/2013,,YouGov,Sun,31,-2,38,-1,10,0,-7,-1,Internet,,13,2,1
,Sep,4-6,04/09/2013,8,ICM,STel,,,,,,,,,Internet,,,,
,Sep,5-6,05/09/2013,8,YouGov,ST,34,3,38,0,9,-1,-4,3,Internet,,12,3,0
,Sep,6-8,06/09/2013,9,Populus,,34,1,37,0,13,-1,-3,1,Internet,,9,2,1
,Sep,7-9,07/09/2013,11,MORI,ES,34,4,37,-3,10,0,-3,7,Phone,Certain to vote,11,3,0
,Sep,8-9,08/09/2013,,YouGov,Sun,33,-1,38,0,8,-1,-5,-1,Internet,,14,3,0
,Sep,9-10,09/09/2013,,YouGov,Sun,33,0,39,1,9,1,-6,-1,Internet,,11,3,1
,Sep,10-11,10/09/2013,,YouGov,Sun,32,-1,39,0,10,1,-7,-1,Internet,,12,2,0
,Sep,11-12,11/09/2013,,YouGov,Sun,34,2,38,-1,8,-2,-4,3,Internet,,13,3,1
,Sep,11-12,11/09/2013,13,Populus,,34,0,41,4,10,-3,-7,-4,Internet,,7,3,1
,Sep,12-13,12/09/2013,15,YouGov,ST,33,-1,38,0,9,1,-5,-1,Internet,,12,3,1
,Sep,12-16,12/09/2013,23,TNS BMRB,,29,1,39,0,9,-2,-10,1,Internet,,14,2,1
,Sep,13-15,13/09/2013,16,Populus,,33,-1,40,-1,11,1,-7,0,Internet,,9,2,1
,Sep,13-15,13/09/2013,17,ICM,Gu,32,0,36,1,14,0,-4,-1,Phone,,9,,
,Sep,15-16,15/09/2013,,YouGov,Sun,34,1,37,-1,10,1,-3,2,Internet,,12,3,1
,Sep,16-17,16/09/2013,,YouGov,Sun,33,-1,37,0,9,-1,-4,-1,Internet,,13,3,0
,Sep,17-18,17/09/2013,,YouGov,Sun,36,3,36,-1,10,1,0,4,Internet,,12,2,0
,Sep,17-20,17/09/2013,22,Opinium,Ob,29,-1,36,1,7,0,-7,-2,Internet,,17,4,1
,Sep,18-19,18/09/2013,,YouGov,Sun,34,-2,35,-1,11,1,-1,-1,Internet,,11,3,0
,Sep,18-19,18/09/2013,20,Populus,,33,0,39,-1,11,0,-6,1,Internet,,9,3,1
,Sep,18-19,18/09/2013,22,ComRes,IoS/SM,28,0,36,-1,10,2,-8,1,Internet,,17,4,1
,Sep,19-20,19/09/2013,22,YouGov,ST,33,-1,37,2,11,0,-4,-3,Internet,,11,3,1
,Sep,20-22,20/09/2013,23,Populus,,33,0,39,0,14,3,-6,0,Internet,,9,2,1
,Sep,22-23,22/09/2013,,YouGov,Sun,32,-1,40,3,10,-1,-8,-4,Internet,,12,2,0
,Sep,23-24,23/09/2013,,YouGov,Sun,34,2,39,-1,10,0,-5,3,Internet,,10,3,0
,Sep,24-25,24/09/2013,,YouGov,Sun,32,-2,41,2,8,-2,-9,-4,Internet,,11,3,0
,Sep,25-26,25/09/2013,27,Populus,,34,1,37,-2,12,-2,-3,3,Internet,,9,2,1
,Sep,25-26,25/09/2013,,YouGov,Sun,33,1,40,-1,9,1,-7,2,Internet,,11,2,1
,Sep,26-27,26/09/2013,29,YouGov,ST,31,-2,42,2,9,0,-11,-4,Internet,,13,2,0
,Sep,27-29,27/09/2013,30,Populus,,36,2,39,2,11,-1,-3,0,Internet,,7,3,0
,Sep,27-29,27/09/2013,1,ComRes,Ind,33,2,37,0,11,-1,-4,2,Phone,,11,3,1
,Sep,29-30,29/09/2013,,YouGov,Sun,33,2,39,-3,11,2,-6,5,Internet,,13,2,1
,Sep,30-1,30/09/2013,,YouGov,Sun,31,-2,41,2,8,-3,-10,-4,Internet,,12,2,1
,Oct,1-2,01/10/2013,,YouGov,Sun,34,3,40,-1,9,1,-6,4,Internet,,10,3,1
,Oct,1-4,01/10/2013,6,Opinium,Ob,31,2,36,0,7,0,-5,2,Internet,,15,4,2
,Oct,2-3,02/10/2013,,YouGov,Sun,35,1,38,-2,9,0,-3,3,Internet,,10,2,1
,Oct,2-3,02/10/2013,4,Populus,,33,-3,38,-1,11,0,-5,-2,Internet,,10,3,1
,Oct,3-4,03/10/2013,6,YouGov,ST,33,-2,38,0,11,2,-5,-2,Internet,,13,2,0
,Oct,4-6,04/10/2013,7,Populus,,33,0,40,2,10,-1,-7,-2,Internet,,10,3,1
,Oct,6-7,06/10/2013,,YouGov,Sun,35,2,39,1,9,-2,-4,1,Internet,,10,3,0
,Oct,7-8,07/10/2013,,YouGov,Sun,33,-2,39,0,10,1,-6,-2,Internet,,10,3,1
,Oct,8-9,08/10/2013,,YouGov,Sun,32,-1,38,-1,11,1,-6,0,Internet,,13,3,0
,Oct,9-10,09/10/2013,,YouGov,Sun,33,1,40,2,10,-1,-7,-1,Internet,,11,2,1
,Oct,9-10,09/10/2013,11,Populus,,34,1,39,-1,12,2,-5,2,Internet,,8,3,1
,Oct,10-11,10/10/2013,13,YouGov,ST,34,1,39,-1,9,-1,-5,2,Internet,,11,3,1
,Oct,10-14,10/10/2013,15,TNS BMRB,,34,5,36,-3,9,0,-2,8,Internet,,13,3,1
,Oct,11,11/10/2013,13,Survation,MoS,27,-2,37,0,11,0,-10,-2,Internet,GB,18,2,0
,Oct,11-13,11/10/2013,14,Populus,,34,0,39,0,12,0,-5,0,Internet,,8,3,1
,Oct,11-13,11/10/2013,15,ICM,Gu,34,2,38,2,12,-2,-4,0,Phone,,8,,
,Oct,12-15,12/10/2013,17,MORI,ES,35,1,35,-2,9,-1,0,3,Phone,Certain to vote,10,4,0
,Oct,13-14,13/10/2013,,YouGov,Sun,37,3,38,-1,10,1,-1,4,Internet,,10,2,0
,Oct,14-15,14/10/2013,,YouGov,Sun,34,-3,39,1,9,-1,-5,-4,Internet,,11,2,1
,Oct,15-16,15/10/2013,,YouGov,Sun,35,1,39,0,8,-1,-4,1,Internet,,12,2,0
,Oct,15-18,15/10/2013,20,Opinium,Ob,27,-4,38,2,9,2,-11,-6,Internet,,17,4,0
,Oct,16-17,16/10/2013,,YouGov,Sun,34,-1,40,1,9,1,-6,-2,Internet,,11,2,0
,Oct,16-17,16/10/2013,18,Populus,,33,-1,39,0,12,0,-6,-1,Internet,,9,2,1
,Oct,16-18,16/10/2013,20,ComRes,IoS/SM,32,4,35,-1,9,-1,-3,5,Internet,,16,3,1
,Oct,17-18,17/10/2013,20,YouGov,ST,33,-1,39,-1,10,1,-6,0,Internet,,11,2,1
,Oct,18-19,18/10/2013,21,Populus,,34,1,37,-2,14,2,-3,3,Internet,,8,3,1
,Oct,20-21,20/10/2013,,YouGov,Sun,33,0,38,-1,9,-1,-5,1,Internet,,13,2,1
,Oct,21-22,21/10/2013,,YouGov,Sun,32,-1,40,2,10,1,-8,-3,Internet,,13,2,0
,Oct,22-23,22/10/2013,,YouGov,Sun,32,0,39,-1,9,-1,-7,1,Internet,,11,3,1
,Oct,23-24,23/10/2013,,YouGov,Sun,32,0,38,-1,10,1,-6,1,Internet,,13,3,1
,Oct,23-24,23/10/2013,25,Populus,,34,0,39,2,11,-3,-5,-2,Internet,,10,3,1
,Oct,24-25,24/10/2013,27,YouGov,ST,33,1,39,1,9,-1,-6,0,Internet,,12,3,1
